0,1
1inch,3.4950522629009426
aave,232.0049367162847
akro,0.027952972571302605
ant,5.72209094936442
axs,129.6064654772361
b20,0.8968324325596667
bal,19.66874736148185
band,6.7640814486124645
bat,1.5989442519830632
bnt,3.8829642133922406
bond,23.598954273651326
btsg,0.2069096071279708
cocos,3.3359952695208457
comp,258.5231998237435
conv,0.0246025556595493
cream,35.748805181074445
cro,0.08142948446254479
dai,0.9912237108186185
daofi,0.0006774531816038234
dfyn,0.44618639125921666
dino,0.12594486833328
dnxc,0.43063298150723794
don,0.46827819688459776
enj,3.530935940821375
ern,14.635313211288292
esd,0.05048916162708512
eth,4340.713297970772
frax,0.8573978729214283
ftm,1.9842093967117587
fxs,23.313163160891392
grt,0.8195267404210304
iotx,0.22122945757935925
keep,0.7268861572354245
kft,0.1800523765679949
ldo,4.109138492367217
leash,3437.889919870165
lina,0.052149859002738094
link,22.96211258328776
lon,5.5520176100804415
lrc,2.2761211816212112
mana,4.828360306768338
matic,1.5617290386454385
metis,106.12867836279885
ocean,1.0644492770095078
ogn,0.9489416616231714
oh,0.16021449160477766
paid,0.9379419511528635
pols,3.685192798287924
pond,0.07399683595157479
quick,337.46889971083056
rail,0.9499248775650352
ratom,25.74418306166244
reef,0.023370792844311504
rfuel,0.06327308437636046
rly,0.4929207492910887
rndr,6.415745667905309
rune,10.905784160369086
saito,0.05008593250588267
sand,7.135811135173187
shib,3.751989969134343e-05
snx,7.402823088352147
srm,4.990623136826025
susd,0.819933194870994
sushi,7.0346619221107325
sxp,1.9287124107524913
tidal,0.007049667654507839
toke,58.01060950661564
tshp,0.0005395596540538717
tusd,0.8866538538562095
ufo,4.419981117116684e-05
uma,12.311913745622267
uni,18.82170839810418
usdc,0.9976608132833694
usdt,1.0000000000000002
ust,0.9668260319554687
wbtc,56108.075534012096
wfil,25.655526345731598
wscrt,5.207089787358391
yfi,22638.461605966175
zcn,0.6248677361554059
zcx,3.417844040737654
zrx,0.9387194247872032
iris,0.11911978022076847
usd,1.00767816498071
dvpn,0.020898738919390227
atom,27.00131295451206
regen,1.7584065047459156
akt,2.1935991223942866
eur,1.0632057012026481
ngm,0.7971593140993302
basecro,0.7327231705490966
osmo,5.154340603885762
ixo,0.7840347023976052
xprt,7.520779981719625
luna,44.42417002164918
juno,8.087125620567587
